student_id,teacher_id,class_id,year_group,academic_year,date,assessment_type,subject,score
538,TCH0002,CLS0064,Y11,2024/2025,2025-01-09,*Current Grades,English,5
538,TCH0008,CLS0069,Y11,2024/2025,2025-05-08,*Current Grades,Mathematics,6
538,TCH0004,CLS0072,Y11,2024/2025,2025-03-05,*Current Grades,Science,5
539,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
539,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
539,TCH0017,CLS0015,Y8,2024/2025,2025-01-19,*Current Grades,English,7D
539,TCH0009,CLS0021,Y8,2024/2025,2025-01-08,*Current Grades,Science,8E
540,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
540,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
540,TCH0017,CLS0003,Y7,2024/2025,2025-06-25,*Current Grades,English,8B
540,TCH0018,CLS0007,Y7,2024/2025,2025-04-13,*Current Grades,Mathematics,9E
540,TCH0019,CLS0011,Y7,2024/2025,2025-03-30,*Current Grades,Science,9B
541,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
541,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,107.89748500801723
541,TCH0005,CLS0037,Y10,2024/2025,2025-02-23,*Current Grades,Construction,M
541,TCH0011,CLS0042,Y10,2024/2025,2025-01-10,*Current Grades,Hospitality,M
541,TCH0002,CLS0044,Y10,2024/2025,2025-02-18,*Current Grades,English,5
541,TCH0018,CLS0051,Y10,2024/2025,2025-06-28,*Current Grades,Mathematics,8
541,TCH0014,CLS0054,Y10,2024/2025,2025-04-06,*Current Grades,Science,8
542,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
542,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,104.35264258286173
542,TCH0017,CLS0015,Y8,2024/2025,2025-01-16,*Current Grades,English,7C
542,TCH0003,CLS0016,Y8,2024/2025,2025-04-09,*Current Grades,Mathematics,7E
542,TCH0009,CLS0021,Y8,2024/2025,2025-06-05,*Current Grades,Science,8C
543,TCH0000,CLS0096,Y13,2024/2025,2025-01-29,*Current Grades,Construction,D*D*D*
543,TCH0011,CLS00102,Y13,2024/2025,2025-04-04,*Current Grades,Hospitality,D*D*D*
543,TCH0012,CLS00106,Y13,2024/2025,2025-02-24,*Current Grades,English,C
543,TCH0018,CLS00111,Y13,2024/2025,2025-03-14,*Current Grades,Mathematics,B
543,TCH0009,CLS00113,Y13,2024/2025,2025-06-25,*Current Grades,Science,C
544,TCH0005,CLS0057,Y11,2024/2025,2025-02-17,*Current Grades,Construction,M
544,TCH0006,CLS0061,Y11,2024/2025,2025-04-22,*Current Grades,Hospitality,M
544,TCH0002,CLS0064,Y11,2024/2025,2025-03-31,*Current Grades,English,3
544,TCH0018,CLS0071,Y11,2024/2025,2025-03-12,*Current Grades,Mathematics,2
544,TCH0004,CLS0072,Y11,2024/2025,2025-01-01,*Current Grades,Science,4
545,TCH0015,CLS0059,Y11,2024/2025,2025-04-04,*Current Grades,Construction,M
545,TCH0006,CLS0061,Y11,2024/2025,2025-03-18,*Current Grades,Hospitality,D2
545,TCH0007,CLS0065,Y11,2024/2025,2025-02-14,*Current Grades,English,6
545,TCH0003,CLS0068,Y11,2024/2025,2025-02-22,*Current Grades,Mathematics,4
545,TCH0019,CLS0075,Y11,2024/2025,2025-04-13,*Current Grades,Science,6
546,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,87
546,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
546,TCH0017,CLS0003,Y7,2024/2025,2025-05-20,*Current Grades,English,7B
546,TCH0003,CLS0004,Y7,2024/2025,2025-03-10,*Current Grades,Mathematics,9C
546,TCH0019,CLS0011,Y7,2024/2025,2025-01-09,*Current Grades,Science,8B
547,TCH0015,CLS0079,Y12,2024/2025,2025-03-05,*Current Grades,Construction,D*D*D
547,TCH0007,CLS0085,Y12,2024/2025,2025-06-20,*Current Grades,English,C
547,TCH0013,CLS0090,Y12,2024/2025,2025-03-07,*Current Grades,Mathematics,A
547,TCH0004,CLS0092,Y12,2024/2025,2025-04-10,*Current Grades,Science,D
548,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
548,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
548,TCH0000,CLS0036,Y10,2024/2025,2025-05-27,*Current Grades,Construction,M
548,TCH0016,CLS0043,Y10,2024/2025,2025-06-14,*Current Grades,Hospitality,D1
548,TCH0013,CLS0050,Y10,2024/2025,2025-01-21,*Current Grades,Mathematics,1
548,TCH0014,CLS0054,Y10,2024/2025,2025-04-05,*Current Grades,Science,5
549,TCH0016,CLS00103,Y13,2024/2025,2025-05-31,*Current Grades,Hospitality,D*DD
549,TCH0012,CLS00106,Y13,2024/2025,2025-04-27,*Current Grades,English,B
549,TCH0018,CLS00111,Y13,2024/2025,2025-01-31,*Current Grades,Mathematics,A
549,TCH0009,CLS00113,Y13,2024/2025,2025-02-23,*Current Grades,Science,B
550,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90
550,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
550,TCH0012,CLS0002,Y7,2024/2025,2025-05-29,*Current Grades,English,7D
550,TCH0018,CLS0007,Y7,2024/2025,2025-04-15,*Current Grades,Mathematics,9A
550,TCH0009,CLS0009,Y7,2024/2025,2025-06-11,*Current Grades,Science,8B
551,TCH0000,CLS0056,Y11,2024/2025,2025-05-11,*Current Grades,Construction,D*
551,TCH0016,CLS0063,Y11,2024/2025,2025-05-22,*Current Grades,Hospitality,D*
551,TCH0002,CLS0064,Y11,2024/2025,2025-01-17,*Current Grades,English,6
551,TCH0003,CLS0068,Y11,2024/2025,2025-06-14,*Current Grades,Mathematics,6
552,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
552,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,103.7795516553065
552,TCH0005,CLS0037,Y10,2024/2025,2025-05-31,*Current Grades,Construction,P
552,TCH0006,CLS0041,Y10,2024/2025,2025-04-15,*Current Grades,Hospitality,M
552,TCH0012,CLS0046,Y10,2024/2025,2025-01-13,*Current Grades,English,1
552,TCH0009,CLS0053,Y10,2024/2025,2025-03-21,*Current Grades,Science,3
553,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
553,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
553,TCH0005,CLS0037,Y10,2024/2025,2025-06-22,*Current Grades,Construction,P
553,TCH0011,CLS0042,Y10,2024/2025,2025-02-04,*Current Grades,Hospitality,M
553,TCH0017,CLS0047,Y10,2024/2025,2025-05-09,*Current Grades,English,3
553,TCH0003,CLS0048,Y10,2024/2025,2025-01-02,*Current Grades,Mathematics,6
553,TCH0019,CLS0055,Y10,2024/2025,2025-06-11,*Current Grades,Science,1
554,TCH0010,CLS0058,Y11,2024/2025,2025-06-18,*Current Grades,Construction,D*
554,TCH0011,CLS0062,Y11,2024/2025,2025-01-23,*Current Grades,Hospitality,D2
554,TCH0012,CLS0066,Y11,2024/2025,2025-02-22,*Current Grades,English,7
554,TCH0008,CLS0069,Y11,2024/2025,2025-03-24,*Current Grades,Mathematics,6
554,TCH0014,CLS0074,Y11,2024/2025,2025-04-23,*Current Grades,Science,4
555,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,87
555,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
555,TCH0015,CLS0039,Y10,2024/2025,2025-02-07,*Current Grades,Construction,D2
555,TCH0016,CLS0043,Y10,2024/2025,2025-03-20,*Current Grades,Hospitality,D*
555,TCH0007,CLS0045,Y10,2024/2025,2025-04-12,*Current Grades,English,7
555,TCH0018,CLS0051,Y10,2024/2025,2025-01-21,*Current Grades,Mathematics,8
555,TCH0004,CLS0052,Y10,2024/2025,2025-03-27,*Current Grades,Science,7
556,TCH0000,CLS0056,Y11,2024/2025,2025-02-26,*Current Grades,Construction,D*
556,TCH0011,CLS0062,Y11,2024/2025,2025-03-23,*Current Grades,Hospitality,D2
556,TCH0007,CLS0065,Y11,2024/2025,2025-03-09,*Current Grades,English,7
556,TCH0013,CLS0070,Y11,2024/2025,2025-04-17,*Current Grades,Mathematics,6
556,TCH0004,CLS0072,Y11,2024/2025,2025-05-22,*Current Grades,Science,6
557,TCH0015,CLS0079,Y12,2024/2025,2025-04-29,*Current Grades,Construction,D*DD
557,TCH0006,CLS0081,Y12,2024/2025,2025-03-28,*Current Grades,Hospitality,DDM
557,TCH0017,CLS0087,Y12,2024/2025,2025-03-28,*Current Grades,English,D
557,TCH0003,CLS0088,Y12,2024/2025,2025-03-01,*Current Grades,Mathematics,E
557,TCH0019,CLS0095,Y12,2024/2025,2025-01-02,*Current Grades,Science,C
558,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,87
558,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
558,TCH0007,CLS0001,Y7,2024/2025,2025-03-22,*Current Grades,English,8B
558,TCH0008,CLS0005,Y7,2024/2025,2025-01-10,*Current Grades,Mathematics,9B
558,TCH0004,CLS0008,Y7,2024/2025,2025-05-28,*Current Grades,Science,8B
559,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
559,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,102.1676824087967
559,TCH0002,CLS0000,Y7,2024/2025,2025-06-05,*Current Grades,English,7D
559,TCH0018,CLS0007,Y7,2024/2025,2025-04-14,*Current Grades,Mathematics,9D
559,TCH0009,CLS0009,Y7,2024/2025,2025-02-27,*Current Grades,Science,8E
560,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
560,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
560,TCH0007,CLS0013,Y8,2024/2025,2025-04-05,*Current Grades,English,7B
560,TCH0013,CLS0018,Y8,2024/2025,2025-04-12,*Current Grades,Mathematics,9A
560,TCH0014,CLS0022,Y8,2024/2025,2025-01-27,*Current Grades,Science,7E
561,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
561,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
561,TCH0007,CLS0025,Y9,2024/2025,2025-02-04,*Current Grades,English,8E
561,TCH0018,CLS0031,Y9,2024/2025,2025-01-01,*Current Grades,Mathematics,8E
561,TCH0014,CLS0034,Y9,2024/2025,2025-01-26,*Current Grades,Science,8C
562,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
562,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
562,TCH0015,CLS0039,Y10,2024/2025,2025-03-06,*Current Grades,Construction,D*
562,TCH0011,CLS0042,Y10,2024/2025,2025-05-30,*Current Grades,Hospitality,D1
562,TCH0012,CLS0046,Y10,2024/2025,2025-06-03,*Current Grades,English,5
562,TCH0013,CLS0050,Y10,2024/2025,2025-06-27,*Current Grades,Mathematics,6
562,TCH0019,CLS0055,Y10,2024/2025,2025-06-04,*Current Grades,Science,4
563,TCH0010,CLS0058,Y11,2024/2025,2025-04-23,*Current Grades,Construction,D*
563,TCH0002,CLS0064,Y11,2024/2025,2025-05-06,*Current Grades,English,6
563,TCH0008,CLS0069,Y11,2024/2025,2025-05-25,*Current Grades,Mathematics,7
563,TCH0014,CLS0074,Y11,2024/2025,2025-06-05,*Current Grades,Science,4
564,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
564,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
564,TCH0007,CLS0001,Y7,2024/2025,2025-05-18,*Current Grades,English,9C
564,TCH0018,CLS0007,Y7,2024/2025,2025-04-19,*Current Grades,Mathematics,9E
564,TCH0009,CLS0009,Y7,2024/2025,2025-04-17,*Current Grades,Science,9E
565,TCH0010,CLS0078,Y12,2024/2025,2025-06-22,*Current Grades,Construction,D*D*D
565,TCH0006,CLS0081,Y12,2024/2025,2025-02-12,*Current Grades,Hospitality,DDD
565,TCH0007,CLS0085,Y12,2024/2025,2025-03-24,*Current Grades,English,C
565,TCH0003,CLS0088,Y12,2024/2025,2025-02-15,*Current Grades,Mathematics,D
565,TCH0004,CLS0092,Y12,2024/2025,2025-05-02,*Current Grades,Science,C
566,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
566,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
566,TCH0002,CLS0000,Y7,2024/2025,2025-05-04,*Current Grades,English,8B
566,TCH0008,CLS0005,Y7,2024/2025,2025-05-01,*Current Grades,Mathematics,9E
567,TCH0000,CLS0056,Y11,2024/2025,2025-01-21,*Current Grades,Construction,P
567,TCH0016,CLS0063,Y11,2024/2025,2025-01-04,*Current Grades,Hospitality,U
567,TCH0002,CLS0064,Y11,2024/2025,2025-03-04,*Current Grades,English,1
567,TCH0008,CLS0069,Y11,2024/2025,2025-06-20,*Current Grades,Mathematics,1
567,TCH0014,CLS0074,Y11,2024/2025,2025-05-30,*Current Grades,Science,1
568,TCH0015,CLS0079,Y12,2024/2025,2025-06-05,*Current Grades,Construction,D*D*D*
568,TCH0006,CLS0081,Y12,2024/2025,2025-03-26,*Current Grades,Hospitality,D*DD
568,TCH0017,CLS0087,Y12,2024/2025,2025-02-13,*Current Grades,English,C
568,TCH0018,CLS0091,Y12,2024/2025,2025-01-12,*Current Grades,Mathematics,B
568,TCH0004,CLS0092,Y12,2024/2025,2025-04-12,*Current Grades,Science,C
569,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
569,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
569,TCH0012,CLS0002,Y7,2024/2025,2025-02-13,*Current Grades,English,9A
569,TCH0008,CLS0005,Y7,2024/2025,2025-03-23,*Current Grades,Mathematics,9E
569,TCH0009,CLS0009,Y7,2024/2025,2025-01-08,*Current Grades,Science,9D
570,TCH0015,CLS0099,Y13,2024/2025,2025-04-03,*Current Grades,Construction,U
570,TCH0011,CLS00102,Y13,2024/2025,2025-05-04,*Current Grades,Hospitality,U
570,TCH0012,CLS00106,Y13,2024/2025,2025-04-06,*Current Grades,English,U
570,TCH0018,CLS00111,Y13,2024/2025,2025-02-12,*Current Grades,Mathematics,U
570,TCH0014,CLS00114,Y13,2024/2025,2025-02-21,*Current Grades,Science,U
571,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,81
571,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
571,TCH0012,CLS0014,Y8,2024/2025,2025-06-13,*Current Grades,English,8E
571,TCH0003,CLS0016,Y8,2024/2025,2025-02-17,*Current Grades,Mathematics,7E
571,TCH0019,CLS0023,Y8,2024/2025,2025-02-14,*Current Grades,Science,8C
572,TCH0005,CLS0077,Y12,2024/2025,2025-05-13,*Current Grades,Construction,PPP
572,TCH0001,CLS0080,Y12,2024/2025,2025-04-16,*Current Grades,Hospitality,DDM
572,TCH0002,CLS0084,Y12,2024/2025,2025-05-05,*Current Grades,English,C
572,TCH0003,CLS0088,Y12,2024/2025,2025-02-23,*Current Grades,Mathematics,E
572,TCH0009,CLS0093,Y12,2024/2025,2025-02-26,*Current Grades,Science,B
573,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
573,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
573,TCH0002,CLS0024,Y9,2024/2025,2025-01-07,*Current Grades,English,8B
573,TCH0003,CLS0028,Y9,2024/2025,2025-04-06,*Current Grades,Mathematics,9C
573,TCH0009,CLS0033,Y9,2024/2025,2025-05-12,*Current Grades,Science,9D
574,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
574,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.41998727035323
574,TCH0017,CLS0027,Y9,2024/2025,2025-01-05,*Current Grades,English,9C
574,TCH0013,CLS0030,Y9,2024/2025,2025-03-08,*Current Grades,Mathematics,9A
574,TCH0019,CLS0035,Y9,2024/2025,2025-04-06,*Current Grades,Science,9C
575,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
575,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
575,TCH0012,CLS0002,Y7,2024/2025,2025-05-21,*Current Grades,English,9A
575,TCH0018,CLS0007,Y7,2024/2025,2025-06-29,*Current Grades,Mathematics,9E
575,TCH0009,CLS0009,Y7,2024/2025,2025-05-20,*Current Grades,Science,9D
576,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
576,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
576,TCH0007,CLS0025,Y9,2024/2025,2025-01-12,*Current Grades,English,9C
576,TCH0013,CLS0030,Y9,2024/2025,2025-06-15,*Current Grades,Mathematics,8E
576,TCH0019,CLS0035,Y9,2024/2025,2025-04-14,*Current Grades,Science,9B
577,TCH0005,CLS0057,Y11,2024/2025,2025-03-28,*Current Grades,Construction,D2
577,TCH0016,CLS0063,Y11,2024/2025,2025-01-03,*Current Grades,Hospitality,D1
577,TCH0017,CLS0067,Y11,2024/2025,2025-06-17,*Current Grades,English,3
577,TCH0008,CLS0069,Y11,2024/2025,2025-06-29,*Current Grades,Mathematics,6
577,TCH0009,CLS0073,Y11,2024/2025,2025-01-21,*Current Grades,Science,3
578,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
578,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
578,TCH0002,CLS0012,Y8,2024/2025,2025-06-17,*Current Grades,English,9B
578,TCH0008,CLS0017,Y8,2024/2025,2025-04-15,*Current Grades,Mathematics,9B
578,TCH0019,CLS0023,Y8,2024/2025,2025-06-19,*Current Grades,Science,9C
579,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
579,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
579,TCH0003,CLS0028,Y9,2024/2025,2025-02-10,*Current Grades,Mathematics,9C
579,TCH0009,CLS0033,Y9,2024/2025,2025-03-15,*Current Grades,Science,9E
580,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,92
580,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
580,TCH0000,CLS0036,Y10,2024/2025,2025-06-03,*Current Grades,Construction,M
580,TCH0006,CLS0041,Y10,2024/2025,2025-04-21,*Current Grades,Hospitality,P
580,TCH0002,CLS0044,Y10,2024/2025,2025-05-24,*Current Grades,English,3
580,TCH0003,CLS0048,Y10,2024/2025,2025-03-18,*Current Grades,Mathematics,5
580,TCH0009,CLS0053,Y10,2024/2025,2025-06-14,*Current Grades,Science,2
581,TCH0015,CLS0099,Y13,2024/2025,2025-06-16,*Current Grades,Construction,D*D*D
581,TCH0012,CLS00106,Y13,2024/2025,2025-04-08,*Current Grades,English,C
581,TCH0008,CLS00109,Y13,2024/2025,2025-01-04,*Current Grades,Mathematics,D
581,TCH0004,CLS00112,Y13,2024/2025,2025-05-23,*Current Grades,Science,B
582,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
582,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
582,TCH0005,CLS0037,Y10,2024/2025,2025-06-18,*Current Grades,Construction,M
582,TCH0006,CLS0041,Y10,2024/2025,2025-04-24,*Current Grades,Hospitality,D2
582,TCH0002,CLS0044,Y10,2024/2025,2025-04-12,*Current Grades,English,5
582,TCH0018,CLS0051,Y10,2024/2025,2025-03-14,*Current Grades,Mathematics,8
582,TCH0004,CLS0052,Y10,2024/2025,2025-05-30,*Current Grades,Science,7
583,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,87
583,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
583,TCH0014,CLS0010,Y7,2024/2025,2025-04-28,*Current Grades,Science,7E
584,TCH0005,CLS0057,Y11,2024/2025,2025-03-04,*Current Grades,Construction,D2
584,TCH0006,CLS0061,Y11,2024/2025,2025-04-10,*Current Grades,Hospitality,D2
584,TCH0007,CLS0065,Y11,2024/2025,2025-05-13,*Current Grades,English,6
584,TCH0004,CLS0072,Y11,2024/2025,2025-05-22,*Current Grades,Science,5
585,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
585,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
585,TCH0012,CLS0026,Y9,2024/2025,2025-02-25,*Current Grades,English,7D
585,TCH0003,CLS0028,Y9,2024/2025,2025-05-02,*Current Grades,Mathematics,9A
585,TCH0004,CLS0032,Y9,2024/2025,2025-03-31,*Current Grades,Science,8D
586,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
586,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,101.05894033258117
586,TCH0000,CLS0036,Y10,2024/2025,2025-03-17,*Current Grades,Construction,D*
586,TCH0001,CLS0040,Y10,2024/2025,2025-05-18,*Current Grades,Hospitality,D1
586,TCH0007,CLS0045,Y10,2024/2025,2025-04-11,*Current Grades,English,8
586,TCH0018,CLS0051,Y10,2024/2025,2025-04-29,*Current Grades,Mathematics,9
586,TCH0019,CLS0055,Y10,2024/2025,2025-04-01,*Current Grades,Science,3
587,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91
587,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
587,TCH0010,CLS0038,Y10,2024/2025,2025-02-16,*Current Grades,Construction,P
587,TCH0006,CLS0041,Y10,2024/2025,2025-05-26,*Current Grades,Hospitality,P
587,TCH0002,CLS0044,Y10,2024/2025,2025-05-25,*Current Grades,English,3
587,TCH0018,CLS0051,Y10,2024/2025,2025-05-24,*Current Grades,Mathematics,6
588,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
588,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
588,TCH0007,CLS0025,Y9,2024/2025,2025-05-02,*Current Grades,English,9B
588,TCH0014,CLS0034,Y9,2024/2025,2025-05-30,*Current Grades,Science,8D
589,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91
589,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
589,TCH0012,CLS0014,Y8,2024/2025,2025-01-20,*Current Grades,English,8E
589,TCH0013,CLS0018,Y8,2024/2025,2025-04-07,*Current Grades,Mathematics,9A
589,TCH0019,CLS0023,Y8,2024/2025,2025-01-13,*Current Grades,Science,8C
590,TCH0000,CLS0056,Y11,2024/2025,2025-06-10,*Current Grades,Construction,D*
590,TCH0006,CLS0061,Y11,2024/2025,2025-03-23,*Current Grades,Hospitality,D*
590,TCH0007,CLS0065,Y11,2024/2025,2025-06-25,*Current Grades,English,9
590,TCH0013,CLS0070,Y11,2024/2025,2025-03-13,*Current Grades,Mathematics,8
591,TCH0015,CLS0099,Y13,2024/2025,2025-05-18,*Current Grades,Construction,DDD
591,TCH0016,CLS00103,Y13,2024/2025,2025-02-25,*Current Grades,Hospitality,PPP
591,TCH0017,CLS00107,Y13,2024/2025,2025-04-08,*Current Grades,English,U
591,TCH0013,CLS00110,Y13,2024/2025,2025-01-11,*Current Grades,Mathematics,D
591,TCH0014,CLS00114,Y13,2024/2025,2025-02-10,*Current Grades,Science,C
592,TCH0015,CLS0099,Y13,2024/2025,2025-03-15,*Current Grades,Construction,D*DD
592,TCH0001,CLS00100,Y13,2024/2025,2025-04-27,*Current Grades,Hospitality,DDM
592,TCH0007,CLS00105,Y13,2024/2025,2025-03-21,*Current Grades,English,B
592,TCH0018,CLS00111,Y13,2024/2025,2025-01-22,*Current Grades,Mathematics,C
592,TCH0009,CLS00113,Y13,2024/2025,2025-02-01,*Current Grades,Science,E
593,TCH0010,CLS0098,Y13,2024/2025,2025-01-22,*Current Grades,Construction,DDD
593,TCH0001,CLS00100,Y13,2024/2025,2025-03-08,*Current Grades,Hospitality,DDM
593,TCH0007,CLS00105,Y13,2024/2025,2025-03-06,*Current Grades,English,B
593,TCH0013,CLS00110,Y13,2024/2025,2025-02-11,*Current Grades,Mathematics,C
593,TCH0019,CLS00115,Y13,2024/2025,2025-01-06,*Current Grades,Science,A
594,TCH0005,CLS0097,Y13,2024/2025,2025-06-10,*Current Grades,Construction,D*DD
594,TCH0017,CLS00107,Y13,2024/2025,2025-01-15,*Current Grades,English,C
594,TCH0013,CLS00110,Y13,2024/2025,2025-06-04,*Current Grades,Mathematics,B
594,TCH0004,CLS00112,Y13,2024/2025,2025-02-04,*Current Grades,Science,B
595,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
595,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
595,TCH0002,CLS0024,Y9,2024/2025,2025-04-21,*Current Grades,English,8C
595,TCH0008,CLS0029,Y9,2024/2025,2025-05-08,*Current Grades,Mathematics,7C
595,TCH0009,CLS0033,Y9,2024/2025,2025-01-11,*Current Grades,Science,9E
596,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,75
596,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
596,TCH0017,CLS0003,Y7,2024/2025,2025-05-08,*Current Grades,English,7B
596,TCH0013,CLS0006,Y7,2024/2025,2025-03-29,*Current Grades,Mathematics,8A
596,TCH0019,CLS0011,Y7,2024/2025,2025-05-16,*Current Grades,Science,8B
597,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93
597,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
597,TCH0005,CLS0037,Y10,2024/2025,2025-03-15,*Current Grades,Construction,M
