student_id,school_id,teacher_id,class_id,year_group,academic_year,date,assessment_type,subject,score
593,SCH02,TCH0222,CLS0204,Y7,2024/2025,2025-06-08,* Current Grades (KS3),English,9C
593,SCH02,TCH0228,CLS0213,Y7,2024/2025,2025-06-15,* Current Grades (KS3),Mathematics,8E
593,SCH02,TCH0224,CLS0220,Y7,2024/2025,2025-03-08,* Current Grades (KS3),Science,8A
594,SCH02,TCH0235,CLS02119,Y11,2024/2025,2025-03-15,* Current Grades,Construction,D*
594,SCH02,,CLS02124,Y11,2024/2025,2025-01-07,* Current Grades,Hospitality,D*
594,SCH02,TCH0217,CLS02131,Y11,2024/2025,2025-04-05,* Current Grades,English,7
594,SCH02,,CLS02138,Y11,2024/2025,2025-03-15,* Current Grades,Mathematics,7
594,SCH02,TCH0224,CLS02148,Y11,2024/2025,2025-03-29,* Current Grades,Science,8
595,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93.0
595,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,91.5
595,SCH02,,,Y7,2024/2025,2025-04-23,* Current Grades (KS3),English,7D
595,SCH02,,,Y7,2024/2025,2025-06-27,* Current Grades (KS3),Mathematics,8B
595,SCH02,,,Y7,2024/2025,2025-06-23,* Current Grades (KS3),Science,8E
596,SCH02,TCH0225,CLS02197,Y13,2024/2025,2025-05-27,* Current Grades (KS5),Construction,D*D*D
596,SCH02,,CLS02204,Y13,2024/2025,2025-03-15,* Current Grades (KS5),Hospitality,MMM
596,SCH02,TCH0228,CLS02221,Y13,2024/2025,2025-04-18,* Current Grades (KS5),Mathematics,A*
596,SCH02,TCH0224,CLS02228,Y13,2024/2025,2025-04-05,* Current Grades (KS5),Science,D
597,SCH02,TCH0230,CLS02198,Y13,2024/2025,2025-05-24,* Current Grades (KS5),Construction,D*D*D*
597,SCH02,TCH0201,CLS02200,Y13,2024/2025,2025-01-29,* Current Grades (KS5),Hospitality,D*D*D
597,SCH02,,,Y13,2024/2025,2025-04-18,* Current Grades (KS5),English,A*
597,SCH02,TCH0233,CLS02222,Y13,2024/2025,2025-01-01,* Current Grades (KS5),Mathematics,A*
597,SCH02,TCH0239,CLS02231,Y13,2024/2025,2025-01-14,* Current Grades (KS5),Science,A*
598,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94.0
598,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
598,SCH02,TCH0220,CLS0276,Y10,2024/2025,2025-05-30,* Current Grades,Construction,D*
598,SCH02,,,Y10,2024/2025,2025-02-09,* Current Grades,English,8
598,SCH02,,,Y10,2024/2025,2025-01-29,* Current Grades,Mathematics,9
598,SCH02,,CLS02107,Y10,2024/2025,2025-01-08,* Current Grades,Science,9
599,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
599,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,92.0
599,SCH02,TCH0200,CLS0272,Y10,2024/2025,2025-03-18,* Current Grades,Construction,D1
599,SCH02,TCH0206,CLS0281,Y10,2024/2025,2025-03-05,* Current Grades,Hospitality,D1
599,SCH02,,,Y10,2024/2025,2025-04-18,* Current Grades,English,4
599,SCH02,TCH0223,CLS02100,Y10,2024/2025,2025-03-30,* Current Grades,Mathematics,9
600,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93.0
600,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,98.8
600,SCH02,TCH0217,CLS0251,Y9,2024/2025,2025-01-29,* Current Grades (KS3),English,9C
600,SCH02,TCH0209,CLS0265,Y9,2024/2025,2025-01-09,* Current Grades (KS3),Science,9D
601,SCH02,,CLS02164,Y12,2024/2025,2025-04-02,* Current Grades (KS5),Hospitality,DDM
601,SCH02,TCH0237,CLS02175,Y12,2024/2025,2025-03-15,* Current Grades (KS5),English,C
601,SCH02,TCH0229,CLS02189,Y12,2024/2025,2025-03-30,* Current Grades (KS5),Science,A
602,SCH02,TCH0235,CLS02119,Y11,2024/2025,2025-04-01,* Current Grades,Construction,D*
602,SCH02,TCH0237,CLS02135,Y11,2024/2025,2025-04-19,* Current Grades,English,3
602,SCH02,TCH0223,CLS02140,Y11,2024/2025,2025-02-17,* Current Grades,Mathematics,7
602,SCH02,,,Y11,2024/2025,2025-04-04,* Current Grades,Science,6
603,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,82.0
603,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,85.4
603,SCH02,TCH0227,CLS0205,Y7,2024/2025,2025-01-27,* Current Grades (KS3),English,9B
603,SCH02,TCH0233,CLS0214,Y7,2024/2025,2025-01-05,* Current Grades (KS3),Mathematics,9D
604,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
604,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,93.0
604,SCH02,TCH0222,CLS0204,Y7,2024/2025,2025-01-26,* Current Grades (KS3),English,9D
604,SCH02,,CLS0210,Y7,2024/2025,2025-03-09,* Current Grades (KS3),Mathematics,9D
604,SCH02,TCH0209,CLS0217,Y7,2024/2025,2025-04-04,* Current Grades (KS3),Science,9E
605,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95.0
605,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,94.9
605,SCH02,TCH0220,CLS0276,Y10,2024/2025,2025-03-16,* Current Grades,Construction,D*
605,SCH02,,,Y10,2024/2025,2025-05-10,* Current Grades,Hospitality,D*
605,SCH02,TCH0202,CLS0288,Y10,2024/2025,2025-02-16,* Current Grades,English,5
605,SCH02,,,Y10,2024/2025,2025-04-13,* Current Grades,Mathematics,7
605,SCH02,,CLS02106,Y10,2024/2025,2025-03-29,* Current Grades,Science,5
606,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
606,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,98.4
606,SCH02,TCH0227,CLS0253,Y9,2024/2025,2025-01-05,* Current Grades (KS3),English,9E
606,SCH02,TCH0233,CLS0262,Y9,2024/2025,2025-02-26,* Current Grades (KS3),Mathematics,9C
606,SCH02,,CLS0270,Y9,2024/2025,2025-06-21,* Current Grades (KS3),Science,8C
607,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95.0
607,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,85.5
607,SCH02,TCH0232,CLS0230,Y8,2024/2025,2025-06-23,* Current Grades (KS3),English,7E
607,SCH02,TCH0203,CLS0232,Y8,2024/2025,2025-05-07,* Current Grades (KS3),Mathematics,8D
607,SCH02,TCH0209,CLS0241,Y8,2024/2025,2025-02-22,* Current Grades (KS3),Science,8E
608,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
608,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,88.4
608,SCH02,TCH0237,CLS0255,Y9,2024/2025,2025-05-03,* Current Grades (KS3),English,8D
608,SCH02,TCH0203,CLS0256,Y9,2024/2025,2025-02-16,* Current Grades (KS3),Mathematics,9C
608,SCH02,,CLS0270,Y9,2024/2025,2025-02-24,* Current Grades (KS3),Science,8C
609,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91.0
609,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,88.3
609,SCH02,TCH0200,CLS0272,Y10,2024/2025,2025-03-02,* Current Grades,Construction,D1
609,SCH02,,,Y10,2024/2025,2025-05-29,* Current Grades,Hospitality,D1
609,SCH02,TCH0217,CLS0291,Y10,2024/2025,2025-02-02,* Current Grades,English,6
609,SCH02,TCH0203,CLS0296,Y10,2024/2025,2025-05-27,* Current Grades,Mathematics,6
609,SCH02,,CLS02110,Y10,2024/2025,2025-01-07,* Current Grades,Science,5
610,SCH02,TCH0210,CLS02114,Y11,2024/2025,2025-05-14,* Current Grades,Construction,M
610,SCH02,TCH0201,CLS02120,Y11,2024/2025,2025-03-10,* Current Grades,Hospitality,M
610,SCH02,TCH0207,CLS02129,Y11,2024/2025,2025-05-16,* Current Grades,English,3
610,SCH02,TCH0218,CLS02139,Y11,2024/2025,2025-04-30,* Current Grades,Mathematics,2
610,SCH02,TCH0239,CLS02151,Y11,2024/2025,2025-02-07,* Current Grades,Science,1
611,SCH02,TCH0230,CLS02158,Y12,2024/2025,2025-05-16,* Current Grades (KS5),Construction,D*D*D
611,SCH02,TCH0236,CLS02167,Y12,2024/2025,2025-01-28,* Current Grades (KS5),Hospitality,D*D*D*
611,SCH02,,,Y12,2024/2025,2025-01-06,* Current Grades (KS5),English,B
611,SCH02,TCH0218,CLS02179,Y12,2024/2025,2025-04-09,* Current Grades (KS5),Mathematics,C
611,SCH02,,CLS02186,Y12,2024/2025,2025-02-11,* Current Grades (KS5),Science,U
612,SCH02,TCH0205,CLS02193,Y13,2024/2025,2025-01-06,* Current Grades (KS5),Construction,D*DD
612,SCH02,TCH0216,CLS02203,Y13,2024/2025,2025-02-02,* Current Grades (KS5),Hospitality,D*D*D*
612,SCH02,TCH0227,CLS02213,Y13,2024/2025,2025-03-11,* Current Grades (KS5),English,B
612,SCH02,TCH0208,CLS02217,Y13,2024/2025,2025-02-20,* Current Grades (KS5),Mathematics,A*
612,SCH02,TCH0224,CLS02228,Y13,2024/2025,2025-05-03,* Current Grades (KS5),Science,D
613,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95.0
613,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,96.2
613,SCH02,TCH0237,CLS0255,Y9,2024/2025,2025-06-10,* Current Grades (KS3),English,8B
613,SCH02,TCH0233,CLS0262,Y9,2024/2025,2025-01-03,* Current Grades (KS3),Mathematics,9A
613,SCH02,,CLS0270,Y9,2024/2025,2025-01-11,* Current Grades (KS3),Science,8A
614,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
614,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
614,SCH02,TCH0212,CLS0250,Y9,2024/2025,2025-06-08,* Current Grades (KS3),English,7D
614,SCH02,,,Y9,2024/2025,2025-01-03,* Current Grades (KS3),Mathematics,9A
615,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,92.0
615,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,85.7
615,SCH02,TCH0227,CLS0229,Y8,2024/2025,2025-04-13,* Current Grades (KS3),English,8D
615,SCH02,TCH0238,CLS0239,Y8,2024/2025,2025-03-24,* Current Grades (KS3),Mathematics,9D
615,SCH02,TCH0209,CLS0241,Y8,2024/2025,2025-05-02,* Current Grades (KS3),Science,9B
616,SCH02,TCH0215,CLS02155,Y12,2024/2025,2025-04-26,* Current Grades (KS5),Construction,D*D*D*
616,SCH02,TCH0231,CLS02166,Y12,2024/2025,2025-02-07,* Current Grades (KS5),Hospitality,D*D*D*
616,SCH02,,,Y12,2024/2025,2025-06-14,* Current Grades (KS5),English,B
616,SCH02,TCH0233,CLS02182,Y12,2024/2025,2025-02-10,* Current Grades (KS5),Mathematics,A*
616,SCH02,,CLS02187,Y12,2024/2025,2025-03-06,* Current Grades (KS5),Science,C
617,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
617,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
617,SCH02,TCH0235,CLS0279,Y10,2024/2025,2025-04-29,* Current Grades,Construction,D*
617,SCH02,,,Y10,2024/2025,2025-02-28,* Current Grades,Hospitality,D*
617,SCH02,TCH0217,CLS0291,Y10,2024/2025,2025-01-02,* Current Grades,English,6
617,SCH02,,,Y10,2024/2025,2025-05-09,* Current Grades,Mathematics,9
617,SCH02,,CLS02110,Y10,2024/2025,2025-05-02,* Current Grades,Science,6
618,SCH02,TCH0200,CLS02152,Y12,2024/2025,2025-04-23,* Current Grades (KS5),Construction,D*D*D*
618,SCH02,,CLS02162,Y12,2024/2025,2025-05-19,* Current Grades (KS5),Hospitality,DDM
618,SCH02,TCH0207,CLS02169,Y12,2024/2025,2025-04-26,* Current Grades (KS5),English,B
618,SCH02,TCH0224,CLS02188,Y12,2024/2025,2025-05-23,* Current Grades (KS5),Science,A*
619,SCH02,TCH0230,CLS02198,Y13,2024/2025,2025-02-12,* Current Grades (KS5),Construction,D*D*D*
619,SCH02,,CLS02205,Y13,2024/2025,2025-01-22,* Current Grades (KS5),Hospitality,D*D*D
619,SCH02,TCH0217,CLS02211,Y13,2024/2025,2025-04-05,* Current Grades (KS5),English,A
619,SCH02,,CLS02218,Y13,2024/2025,2025-04-26,* Current Grades (KS5),Mathematics,A
619,SCH02,TCH0209,CLS02225,Y13,2024/2025,2025-05-15,* Current Grades (KS5),Science,E
620,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97.0
620,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
620,SCH02,TCH0232,CLS0254,Y9,2024/2025,2025-05-28,* Current Grades (KS3),English,9E
620,SCH02,,,Y9,2024/2025,2025-04-14,* Current Grades (KS3),Mathematics,9C
620,SCH02,,,Y9,2024/2025,2025-02-06,* Current Grades (KS3),Science,9B
621,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
621,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,92.9
621,SCH02,,,Y9,2024/2025,2025-06-03,* Current Grades (KS3),Mathematics,9E
622,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
622,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,94.1
622,SCH02,TCH0207,CLS0225,Y8,2024/2025,2025-03-06,* Current Grades (KS3),English,9C
622,SCH02,TCH0223,CLS0236,Y8,2024/2025,2025-06-14,* Current Grades (KS3),Mathematics,8E
623,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93.0
623,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.6
623,SCH02,TCH0215,CLS0275,Y10,2024/2025,2025-04-30,* Current Grades,Construction,D*
623,SCH02,,,Y10,2024/2025,2025-01-07,* Current Grades,Hospitality,D*
623,SCH02,,,Y10,2024/2025,2025-06-05,* Current Grades,Mathematics,9
623,SCH02,,CLS02107,Y10,2024/2025,2025-02-02,* Current Grades,Science,9
624,SCH02,TCH0201,CLS02120,Y11,2024/2025,2025-02-25,* Current Grades,Hospitality,D2
624,SCH02,TCH0237,CLS02135,Y11,2024/2025,2025-06-28,* Current Grades,English,4
624,SCH02,TCH0218,CLS02139,Y11,2024/2025,2025-02-27,* Current Grades,Mathematics,4
624,SCH02,TCH0204,CLS02144,Y11,2024/2025,2025-05-18,* Current Grades,Science,7
625,SCH02,TCH0200,CLS02152,Y12,2024/2025,2025-05-19,* Current Grades (KS5),Construction,D*D*D*
625,SCH02,TCH0231,CLS02166,Y12,2024/2025,2025-03-07,* Current Grades (KS5),Hospitality,D*D*D*
625,SCH02,TCH0237,CLS02175,Y12,2024/2025,2025-03-21,* Current Grades (KS5),English,B
625,SCH02,TCH0238,CLS02183,Y12,2024/2025,2025-02-16,* Current Grades (KS5),Mathematics,A
626,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,92.0
626,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,93.1
626,SCH02,TCH0225,CLS0277,Y10,2024/2025,2025-04-26,* Current Grades,Construction,D*
626,SCH02,TCH0216,CLS0283,Y10,2024/2025,2025-04-14,* Current Grades,Hospitality,D*
626,SCH02,TCH0207,CLS0289,Y10,2024/2025,2025-04-15,* Current Grades,English,9
626,SCH02,,,Y10,2024/2025,2025-02-25,* Current Grades,Mathematics,9
626,SCH02,TCH0224,CLS02108,Y10,2024/2025,2025-06-07,* Current Grades,Science,9
627,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97.0
627,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,88.3
627,SCH02,TCH0232,CLS0254,Y9,2024/2025,2025-03-21,* Current Grades (KS3),English,8A
627,SCH02,,,Y9,2024/2025,2025-04-30,* Current Grades (KS3),Mathematics,7D
627,SCH02,,,Y9,2024/2025,2025-06-09,* Current Grades (KS3),Science,7B
628,SCH02,,,Y11,2024/2025,2025-06-04,* Current Grades,Construction,D2
628,SCH02,,,Y11,2024/2025,2025-05-01,* Current Grades,Hospitality,P
628,SCH02,TCH0202,CLS02128,Y11,2024/2025,2025-05-25,* Current Grades,English,5
628,SCH02,TCH0223,CLS02140,Y11,2024/2025,2025-03-10,* Current Grades,Mathematics,8
628,SCH02,,,Y11,2024/2025,2025-02-02,* Current Grades,Science,7
629,SCH02,TCH0210,CLS02114,Y11,2024/2025,2025-06-04,* Current Grades,Construction,D2
629,SCH02,TCH0218,CLS02139,Y11,2024/2025,2025-02-07,* Current Grades,Mathematics,3
629,SCH02,,,Y11,2024/2025,2025-04-20,* Current Grades,Science,5
630,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90.0
630,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,89.4
630,SCH02,TCH0222,CLS0252,Y9,2024/2025,2025-02-06,* Current Grades (KS3),English,9A
630,SCH02,TCH0233,CLS0262,Y9,2024/2025,2025-05-24,* Current Grades (KS3),Mathematics,9D
630,SCH02,TCH0229,CLS0269,Y9,2024/2025,2025-05-06,* Current Grades (KS3),Science,9D
631,SCH02,TCH0215,CLS02195,Y13,2024/2025,2025-01-04,* Current Grades (KS5),Construction,D*D*D
631,SCH02,TCH0216,CLS02203,Y13,2024/2025,2025-03-24,* Current Grades (KS5),Hospitality,D*D*D*
631,SCH02,TCH0217,CLS02211,Y13,2024/2025,2025-05-04,* Current Grades (KS5),English,A
631,SCH02,TCH0238,CLS02223,Y13,2024/2025,2025-02-10,* Current Grades (KS5),Mathematics,B
632,SCH02,TCH0200,CLS02152,Y12,2024/2025,2025-06-21,* Current Grades (KS5),Construction,D*D*D
632,SCH02,,CLS02162,Y12,2024/2025,2025-02-06,* Current Grades (KS5),Hospitality,PPP
632,SCH02,,,Y12,2024/2025,2025-02-16,* Current Grades (KS5),English,E
632,SCH02,TCH0228,CLS02181,Y12,2024/2025,2025-03-01,* Current Grades (KS5),Mathematics,C
632,SCH02,TCH0229,CLS02189,Y12,2024/2025,2025-01-17,* Current Grades (KS5),Science,D
633,SCH02,TCH0206,CLS02161,Y12,2024/2025,2025-04-13,* Current Grades (KS5),Hospitality,DDD
633,SCH02,,,Y12,2024/2025,2025-01-15,* Current Grades (KS5),English,C
633,SCH02,TCH0228,CLS02181,Y12,2024/2025,2025-04-10,* Current Grades (KS5),Mathematics,B
633,SCH02,TCH0239,CLS02191,Y12,2024/2025,2025-05-19,* Current Grades (KS5),Science,B
634,SCH02,TCH0215,CLS02115,Y11,2024/2025,2025-03-07,* Current Grades,Construction,D2
634,SCH02,,,Y11,2024/2025,2025-04-20,* Current Grades,Hospitality,M
634,SCH02,TCH0233,CLS02142,Y11,2024/2025,2025-05-10,* Current Grades,Mathematics,6
634,SCH02,,CLS02150,Y11,2024/2025,2025-01-12,* Current Grades,Science,6
635,SCH02,,,Y13,2024/2025,2025-02-01,* Current Grades (KS5),Construction,DDM
635,SCH02,TCH0201,CLS02200,Y13,2024/2025,2025-06-03,* Current Grades (KS5),Hospitality,DDM
635,SCH02,,,Y13,2024/2025,2025-01-12,* Current Grades (KS5),English,A
635,SCH02,TCH0224,CLS02228,Y13,2024/2025,2025-01-31,* Current Grades (KS5),Science,U
636,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
636,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,98.1
636,SCH02,TCH0217,CLS0227,Y8,2024/2025,2025-04-08,* Current Grades (KS3),English,9A
636,SCH02,TCH0218,CLS0235,Y8,2024/2025,2025-03-18,* Current Grades (KS3),Mathematics,9E
636,SCH02,,,Y8,2024/2025,2025-05-08,* Current Grades (KS3),Science,8B
637,SCH02,TCH0200,CLS02192,Y13,2024/2025,2025-01-22,* Current Grades (KS5),Construction,DDD
637,SCH02,,CLS02205,Y13,2024/2025,2025-03-19,* Current Grades (KS5),Hospitality,DDD
637,SCH02,TCH0237,CLS02215,Y13,2024/2025,2025-03-06,* Current Grades (KS5),English,C
637,SCH02,TCH0238,CLS02223,Y13,2024/2025,2025-06-27,* Current Grades (KS5),Mathematics,D
637,SCH02,,CLS02227,Y13,2024/2025,2025-02-14,* Current Grades (KS5),Science,A
638,SCH02,,CLS02202,Y13,2024/2025,2025-04-28,* Current Grades (KS5),Hospitality,DDM
638,SCH02,TCH0222,CLS02212,Y13,2024/2025,2025-01-21,* Current Grades (KS5),English,A
638,SCH02,TCH0203,CLS02216,Y13,2024/2025,2025-01-14,* Current Grades (KS5),Mathematics,A
638,SCH02,,CLS02227,Y13,2024/2025,2025-03-27,* Current Grades (KS5),Science,A*
639,SCH02,TCH0225,CLS02197,Y13,2024/2025,2025-01-11,* Current Grades (KS5),Construction,D*D*D
639,SCH02,TCH0206,CLS02201,Y13,2024/2025,2025-04-10,* Current Grades (KS5),Hospitality,DDM
639,SCH02,TCH0207,CLS02209,Y13,2024/2025,2025-06-14,* Current Grades (KS5),English,C
639,SCH02,TCH0203,CLS02216,Y13,2024/2025,2025-02-07,* Current Grades (KS5),Mathematics,C
639,SCH02,,CLS02226,Y13,2024/2025,2025-02-16,* Current Grades (KS5),Science,A
640,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97.0
640,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
640,SCH02,TCH0220,CLS0276,Y10,2024/2025,2025-01-09,* Current Grades,Construction,D*
640,SCH02,,,Y10,2024/2025,2025-03-07,* Current Grades,Hospitality,D*
640,SCH02,TCH0222,CLS0292,Y10,2024/2025,2025-05-17,* Current Grades,English,9
640,SCH02,TCH0208,CLS0297,Y10,2024/2025,2025-05-03,* Current Grades,Mathematics,5
640,SCH02,TCH0239,CLS02111,Y10,2024/2025,2025-05-19,* Current Grades,Science,9
641,SCH02,,,Y12,2024/2025,2025-06-03,* Current Grades (KS5),Construction,DDM
641,SCH02,,CLS02164,Y12,2024/2025,2025-04-01,* Current Grades (KS5),Hospitality,PPP
641,SCH02,TCH0222,CLS02172,Y12,2024/2025,2025-01-19,* Current Grades (KS5),English,B
641,SCH02,TCH0223,CLS02180,Y12,2024/2025,2025-03-25,* Current Grades (KS5),Mathematics,E
641,SCH02,,,Y12,2024/2025,2025-03-03,* Current Grades (KS5),Science,C
642,SCH02,,,Y11,2024/2025,2025-02-21,* Current Grades,Construction,M
642,SCH02,,CLS02124,Y11,2024/2025,2025-04-15,* Current Grades,Hospitality,D1
642,SCH02,TCH0232,CLS02134,Y11,2024/2025,2025-02-28,* Current Grades,English,3
642,SCH02,TCH0218,CLS02139,Y11,2024/2025,2025-04-11,* Current Grades,Mathematics,3
642,SCH02,TCH0224,CLS02148,Y11,2024/2025,2025-04-06,* Current Grades,Science,6
643,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89.0
643,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,84.2
643,SCH02,TCH0232,CLS0230,Y8,2024/2025,2025-02-06,* Current Grades (KS3),English,8C
643,SCH02,TCH0208,CLS0233,Y8,2024/2025,2025-04-14,* Current Grades (KS3),Mathematics,9B
643,SCH02,,,Y8,2024/2025,2025-06-24,* Current Grades (KS3),Science,8E
644,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
644,SCH02,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,96.8
644,SCH02,TCH0215,CLS0275,Y10,2024/2025,2025-06-25,* Current Grades,Construction,D*
644,SCH02,,,Y10,2024/2025,2025-04-05,* Current Grades,Hospitality,D*
644,SCH02,,,Y10,2024/2025,2025-01-19,* Current Grades,English,8
644,SCH02,TCH0238,CLS02103,Y10,2024/2025,2025-04-19,* Current Grades,Mathematics,6
645,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,76.0
645,SCH02,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,69.0
645,SCH02,TCH0237,CLS0207,Y7,2024/2025,2025-02-11,* Current Grades (KS3),English,7D
645,SCH02,TCH0208,CLS0209,Y7,2024/2025,2025-04-20,* Current Grades (KS3),Mathematics,7E
646,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95.0
646,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,83.3
646,SCH02,TCH0232,CLS0254,Y9,2024/2025,2025-03-03,* Current Grades (KS3),English,9E
646,SCH02,,,Y9,2024/2025,2025-01-29,* Current Grades (KS3),Mathematics,9E
647,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96.0
647,SCH02,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.3
647,SCH02,TCH0227,CLS0229,Y8,2024/2025,2025-05-19,* Current Grades (KS3),English,8D
647,SCH02,TCH0208,CLS0233,Y8,2024/2025,2025-03-03,* Current Grades (KS3),Mathematics,9A
647,SCH02,TCH0209,CLS0241,Y8,2024/2025,2025-02-04,* Current Grades (KS3),Science,9B
648,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
648,SCH02,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
648,SCH02,TCH0237,CLS0255,Y9,2024/2025,2025-06-23,* Current Grades (KS3),English,9A
